content,creationTime,nickname,referenceName,content_type
安装师傅服务很到位！,2018-10-28 12:21:02,n***i,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
此用户未填写评价内容,2018-10-27 17:40:44,j***d,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东物流很给力，昨天早上买的下午就送到了，今天美的师傅上门安装好了，热水器不错。,2018-10-28 12:56:04,j***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错不错不错不错,2018-10-27 18:12:42,钱***羽,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错，真的不错！！,2018-10-28 23:05:17,很***意,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
物流很快，服务很好,2018-10-28 11:08:09,l***s,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
送货很快，服务很好,2018-10-28 09:34:35,j***h,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装师傅服务非常好,2018-10-28 10:22:54,jd_155225iaa,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
服务满意五星好评。,2018-10-27 17:25:54,T***离,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
货已收到，蛮喜欢的,2018-09-12 19:30:41,j***g,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
发货快，安装专业,2018-10-28 18:44:27,j***e,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
质量第一、棒棒哒,2018-10-28 14:58:19,j***e,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
挺好的，物美价廉,2018-10-28 11:17:51,贪***提,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
服务及时安装满意,2018-09-12 18:29:47,胡***p,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
很好，五分好评,2018-10-29 11:30:33,我***5,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
质量非常好?,2018-10-28 11:08:28,360730ZMD003kwn,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
质量非常好?,2018-10-28 11:08:18,360730ZMD003kwn,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
产品质量?！,2018-10-27 18:48:28,360730ZMD003kwn,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
产品质量?！,2018-10-27 18:48:18,360730ZMD003kwn,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
产品质量?！,2018-10-27 18:38:46,360730ZMD003kwn,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
服务好，很满意,2018-10-27 18:33:08,a***u,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
产品质量?！,2018-10-27 18:29:58,360730ZMD003kwn,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
产品质量?！,2018-10-27 18:29:47,360730ZMD003kwn,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
产品质量?！,2018-10-27 18:29:33,360730ZMD003kwn,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
产品质量?！,2018-10-27 18:29:04,360730ZMD003kwn,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
产品质量?！,2018-10-27 18:28:49,360730ZMD003kwn,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
今天送货师傅送到货之后，马上就给美的客服打电话，预约了安装，没想到的是，安装师傅就在我们小区附近，本以为第二天才能安装，没想到当天下午4点就安装了。安装完后，试水温度不错，冬天终于可以不用那么冷了。而且是保修八年，放心用。,2018-10-27 22:41:59,爱***妹,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错下单第二天就到了下午师傅就上门安装就收了点材料费不到*块因为安装在厕所所以要把热水再接到厨房非常感谢安装师傅买的60升的家里三个大人一个小孩正好够用大品牌值得信赖点赞,2018-10-28 13:47:06,jd_151705mfq,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
用了一个多月才来评价，说实话电器还是美的好，不漏电，不漏水，安全，省电。客户态度也非常好，送的浴巾，自已填错了。主动叫我重填，重l新寄。随问随答的。物流也非常快，安装师傅也很用心。,2018-10-28 22:21:39,x***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
10月27日收到货，28日上午安装师傅上门安装，安装服务速度一流，干活也挺干净利索。材料收费接照美的材料标准收取，收费合理，热水器美观，大方，暂时使用良好。后续使用在追评！,2018-10-28 10:51:23,4***媛,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装师傅速度特别快，我是自备的角阀和波纹管，安装工没挣到什么料钱，但是还是给安装上了态度不错！东西还没有试，安装完觉得好高啊，如果要经常调的话，还是带遥控器的方便！,2018-10-28 09:04:52,Y***I,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
五星好评。送货的负责，安装的利索，产品也很不错。安装费150。是因为看见我开宝马么?，我看其他人都是几十呀。。。不过总体来说服务都是很不错的,2018-10-28 08:35:54,j***m,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东服务特别好，配送也快，购买的商品很不错，打电话联系客服安装，安装师傅很有效率的安装，态度非常好，这款热水器外观大方干净，安装简单，还特别省电，超值,2018-10-29 10:40:31,j***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
家里热水器坏了，上午下的单下午收的货，第二天上午8点来安装，速度是真快。安装师傅态度好的没的说，只是材料费有点贵，热水器到墙上进水阀这部分是新的，顶格收的费200,2018-10-28 10:02:37,D***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
送货及时，安装预约历史，上门安装师傅准时、用心，没有多收费，费用收取明确。安装非常满意，服务态度好，安装师傅衣服都淋湿了，坚持安装。赞赞赞！对安装师傅非常满意！,2018-10-28 11:07:43,啵***妈,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装师傅的态度很不错，电话提前预约，到场前再次预约，提醒准备，可以看出美的的对客户的仔细细致入微服务，安装程序规范化，值得信赖！,2018-10-27 21:52:55,侯xq123---,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装后 发现机器有些问题 联系京东客服后 第二天换新机 安装后 完美 加热快 一切正常 客服态度好 安装师傅态度极好 热情服务 技术一流,2018-10-29 09:51:23,j***儿,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
今天到货！安装师傅态度很好！第一次买热水器！有好多零件都没有！也很热心！用了这个热水器！洗了澡真的很舒服！不在担心没有水的问题了！,2018-10-28 21:59:16,恶***下,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
外观大气，操作简单，自己安装的，售后服务比较好，打电话来确认安装事宜，机器加热比较快，但愿质量一直没问题！,2018-10-28 18:55:49,p***6,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
刚到师傅就安排时间来装了！早就该买了啊真的很方便呢！目前使用感是不错的。没有漏电开关还多安装了开关。安装师傅态度服务都不错。,2018-10-28 10:21:59,陈***挪,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错，外观设计漂亮，很时尚，操作简单，好用，方便。服务态度好，安装师傅服务态度好，安装到位，不错。,2018-10-27 17:19:52,p***o,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器买来用了一段时间了，质量不错，效率很高，送货师傅给搬到了3楼，安装师傅也很热心，做工精细，收费标准！不错！,2018-10-28 23:47:54,f***9,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
烧水特别快，安装师傅也很仔细，材料费都是按京东定的价格，没有乱收费，挺好的，不错。,2018-10-28 08:11:55,薛***谦,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
商品与网上看到的一致，快递很准时，送达之前主动~，预约安装也很准时，好评&hellip;&hellip;,2018-10-27 20:49:03,理***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
非常好用啊，水热的很快的，以后买电器一定就选京东，非常好用啊，水热的很快的，以后买电器一定就选京东,2018-10-27 21:41:08,j***a,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器效果很好，保温效果也好，就是我老婆经常喜欢拔掉插头说耗电，到底该不该洗完了就拔插头断电？,2018-10-27 17:31:22,T***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
"第一天晚上下单，第二天送到，第三天安装完毕，京东就是快；
安装也专业。
???",2018-10-26 19:43:31,多***爹,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
家里的热水器坏了 果断从京东买了一台这个 还是一级能效 而且还美观 没有失望 下次再来,2018-10-28 17:34:16,梅***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装的非常到位，一直在我家弄到我满意  服务很好，安装热水器的技术也比较好，非常满意！,2018-10-27 17:42:17,j***g,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
"维修李昀阳师傅认识负责,为客户服务周到热情,有耐心,为客户提供最佳服务,特此感谢!",2018-10-27 19:54:20,经***动,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装服务好,2018-10-28 12:25:54,j***云,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
前一天下单，第二天下午收货，快递很给力，只是除了一个装水的圆筒，其它什么都没有,2018-10-28 22:44:13,j***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器，热水效果不错，价格实惠，而且送货很快，京东的安装师傅态度很好，速度很快,2018-10-28 11:31:44,5***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
服务到位，京东商城一路有你！感谢安装师傅！家里停水了，还需要再次上门试验机器！,2018-10-28 09:59:16,大***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
还不错，京东自营就是快，而且品质有保证，一直买自营的东西,2018-10-27 16:54:17,随***曳,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东物流送货，很及时，第二天就到了。只是安装收费挺高的，花了380，安装费。,2018-10-27 17:32:56,j***5,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
商品挺好的，就是安装挺不顺利的，预约了又突然取消了，投诉了才来，其他的还行！,2018-10-28 18:05:57,1***p,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
很满意，从送货到安装，大品牌的管理确实不一样，值得信赖,2018-10-28 09:42:55,晚***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
