	评论
10	顺丰物流很快，收货打开后很惊喜，轻薄好用，画质也很清晰，办公够用了，满意！
11	电脑很好看超薄的。
12	此用户没有填写评论!
13	卖家服务态度很好，细心热情的解答，很愉快的一次购物，电脑开机速度非常快，大概就是七八秒左右，物流也非常快，来内蒙地区也俩三天就到了，感谢掌柜的，合作愉快👊
14	这电脑，用了两天，说实话，打大游戏，比如说王者，不太行，有点卡，其他的还行
15	电脑性能：电脑开机快和店家说的一样，性价比高，值得入手！
16	电脑性能：用了一段时间，感觉可以，一般办公、看电影都不卡
17	非常差，自动安装各种软件，还会跳出各种广告
18	此用户没有填写评论!
19	电脑收到了，包装很好，触摸灵敏，运行很快，而且价格实惠，非常值得入手的一台电脑。
20	电脑外壳纯属很好、速度反应快，服务体贴很好，快递及时到货。春节时期能够有怎么好的优质服务让顾客最大满意，
21	超薄笔记本，携带方便。画质清晰流畅，运行速度快，吃鸡游戏给力，不卡顿
22	第一次购买，感觉还真不错，款式美观，轻便，大方，真心好用还实惠，用来办公学习都很好，随身携带方便，有的不懂询问，服务很有耐心，都可以帮忙解决！
23	笔记本电脑非常好，款式新颖，很适合办公看电视剧，很流畅，下次还来
24	不错，刚好孩子学网课用上了，实用。
25	此用户没有填写评论!
26	此用户没有填写评论!
27	刚收到货  迫不及待的尝试  效果很好  就是  我有点心急了  没更新完就开弄  卡住了  客服帮忙讲解   解决了  感觉速度还行  挺快  再用一段时间追评
28	宝贝收到了，这是我第一次买戴睿的电脑，今年是本命年，特意选了个中国红！质感非常不错，待充电使用，期待中～
29	显卡效果：非常好 外观材质：非常好 电脑性能：非常好，大爱，朋友也要买，质量很不错。我很喜欢。奈斯奈斯。爱了
30	货已收到，刚用，开机速度快，看视频也流畅，就是耗电略快
31	此用户没有填写评论!
32	用了一段时间，总体上是不错的一台电脑。各方面都不错。价格一般，价格再便宜点就更好了。期待做的越来越好，总之，电脑还是值得买的。
33	开关机流畅，电脑轻便，出门携带很方便，屏幕很清晰，分辨率很高，电池续航时间长，性价比杠杠的
34	因为疫情等了一个月终于收到了 配置跟描述一致 网页打开顺畅 价格实惠 值得购买！
35	运行流畅，开机速度快
36	电脑速度不错，4k屏看起来确实舒服，棒棒滴，这个价格有这个太值了，性价比高得不是一点半点，值得拥有。
37	用着很流畅，屏幕很清晰，对于不打游戏只需要使用文字编辑功能的我足够用了。很棒。
38	又便宜又高级！看电视也很流畅、还带指纹锁呢
39	颜色很好看，时尚红，运行速度也很快，价格也实惠
40	包装完整，安全无损坏，物流速度很快，外观很精致，客服态度热情服务满好的。充电速度很快的大约3个小时，能够用3个多小时。触摸灵敏，图像清晰。没发现其他问题，希望不辜负中国制造！
41	包装精美，美观大方，运行快，画面唯美清晰，一次满意的购物。
42	其他特色：开机很快，画面也很清晰。客服也很耐心解答问题。 外观材质：手感很好，真的很薄，很轻。性价比很高！
43	疫情期间孩子上网课需要，经过多家货币，最后选择了他家，收到没让我失望，孩子用着各方面都还不错👍
44	配置和描述一致，运行速度也很流畅，开机速度很快，送的鼠标和键盘很炫，商家服务也很好！
45	今天刚到的，作为人生第一台自己购买的笔记本，很满意，笔记本电脑就是方便哈。
46	笔记本外观漂亮，屏幕显示清晰材质上档次，携带方便，物流很快。
47	电脑超薄轻巧，运行速度很快，办公、娱乐两不误，很满意
48	这个电脑性价比高，个人感觉不错
49	真的不错这电脑外观好看又轻携 质量不错 而且速度很快不存在卡顿值得拥有赶紧入手吧 性价比真高
50	电脑收到了，反映运行很快，玩游戏一点都不卡。颜值高轻薄型的，性价比高一款电脑
51	终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的!掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好!不得不得竖起大拇指。下次需要的时候我还会再来的！
52	外观颜值：颜值很高 材质手感：手感很好 容量空间：空间很大 做工。很适合办公一族
53	感觉真不错无论包装还是运行速度真的是无可挑剔。这次购买真的物超所值。我会推荐给朋友们的。
54	笔记本电脑轻便，携带方便，并且价位也特别的亲民
55	性价比超高的电脑，银色款好看，屏幕清晰，送了好多礼品，好老板。
56	上网很流畅，轻薄便携，价格也很划算
57	玩了好几天 感觉还不错 游戏一点都不卡 非常好 看电影和视频都很流畅 没发现任何问题 客服人员服务态度也很好
58	电脑性能：好！性能不错，玩游戏飞快。轻便携带，服务超好
59	4k屏很香，用于日常办公应该没有问题，不打游戏，价格还是不错的
60	运行速度快，大小合适，使用效果很好，整体来说满意
61	笔记本收到了质量很好而且显卡流畅物美价廉
62	其他特色：电脑运行速度很快，送的小礼物也很多。安装使用很方便。非常满意。售后服务很热情。
63	包装精美，运行速度快且流畅。屏幕显示清晰，追剧看电影都很完美
64	太扯了，买个电脑自带账户，问密码说不知道，说发个系统盘，今天看也没物流信息，一问啥也不知道，就当花钱买个教训，**，好评估计都是刷的
65	到货挺快的，包装的也严实！颜值高，看着很舒服！平时用来办公的话还是没有问题的！
66	价格合适，包装精美，电脑运行速度快
67	刚收到货，还不错，还没开始使用，价格实惠，同等价位的王者
68	今天刚到的货，手感颜色都很好，很喜欢
69	挺好的，外观，质量还不错
70	蛮不错的，挺好用，看电视也基本不卡顿。
71	其他特色：性价比高 外观材质：简单好看，相对来说我比较喜欢银色看着简约 显卡效果：还是可以 电脑性能：我是用作上班办公软件，平时不喜欢玩游戏，觉得还是很不错的
72	给姐姐家孩子买的，她上学要，店里随便都要大几.千，就经过朋友介绍在这里买的，确实不错，不卡保电！满意
73	颜色很好看，里面的配置也很不错，键盘膜是我喜欢的黑色，客服态度也很好
74	收到了真的超高级奈斯，显高级手感很好还有专业的售后推荐加了微信整体很喜欢还有键盘灯
75	颜色好看的 用着也很流畅不卡顿 功能也不错 很适合学生用！！
76	外观简约大气 用起来很流畅一点都不卡 性能不错
77	笔记本电脑非常好用。
78	不是托，用了几天才来评论的，办公非常好，速度快，值得推荐&hellip;&hellip;
79	电脑到货了，全新的刚拆封，很好，很符合我的预期，用起来很流畅，平时也会很方便，很棒的一次购物体验。
80	颜色很漂亮，爱了
81	挺轻薄得，带起出去也方便，很漂亮，整体性能还不错，游戏也不会卡
82	电脑办公还是很实用的，比较轻，屏幕还算是比较大的，整体不错。物流发的顺丰，也非常快。
83	挺不错的，款式设计百搭，质量很好，上网速度流畅，音质很好！
84	配置好不错，学生用刚好，款式简洁大方，不卡顿
85	电脑到货了，第一次网购的大件，没想到质量真心的不错，对得起这个价格，有需要还会光顾的
86	运行速度：很快 屏幕效果：很好 散热性能：很好 外形外观：好看。内存也足够，客服态度棒棒哒，很满意
87	外观漂亮，正品机，性能非常不错
88	电脑非常好，买家的服务也很周到，物流也很快，第二天就到了，还是新款的，可以满足我平时办公的需求。
89	朋友推荐的 一开始还有点担心 收到货之后挺好的 性价比高 网课办公都OK 值得入手
90	网速快 不卡 打游戏很顺畅 这个价位买到超值 爱了爱了
91	超薄超轻，颜色也好看，打游戏也还不错，办公用更方便。
92	质量不错很好，网速快，反应也快，和卖家描述的一样满意
93	电脑性能：电脑挺好用的，我在宿舍用，很方便。 速度也挺快的，我买的银色很喜欢，客服也很有耐心，想买的小伙伴可以入手了，性价比高。
